variant,model,selected_gamma,selected_train_oof_mae,base_train_oof_mae,MAE,RMSE,R2,MedianAbsError,P90AbsError,P95AbsError,W30,W60,MeanError_pred_minus_actual,UnderestimationRate,OverestimationRate,N,gain_vs_base,gain_vs_base_CI95,MAE_CI95,delta_vs_31_794666,delta_vs_32_028831,meta_json
pls_hs_raw_word160_16_basic,sgd_huber,1.5750000000000002,32.82226372527367,32.966712482938256,31.903735695598076,47.095027579920504,0.7536512907444948,21.45404305480008,69.46649979336314,92.35647703361839,0.6153575202536105,0.8622754491017964,-1.6808772582988745,0.47375836562169776,0.5262416343783022,2839,0.33590017906516506,"[0.19986905562867055, 0.46059348183261145]","[30.488278762091355, 33.19729297788859]",0.10906969559807678,-0.12509530440192052,"{""model"": ""sgd_huber"", ""residual_oof_mae"": 32.84171987755856}"
cca_hs_raw_word160_24_geom,huber,0.5,32.845813756061446,32.966712482938256,31.904103822835374,47.04314932744054,0.7541937302381309,21.5720177613656,69.43269737362972,93.34215105171896,0.6171187037689327,0.861218738992603,-1.4735127044669538,0.46565692145121523,0.5343430785487848,2839,0.33553205182786877,"[0.23933681979111854, 0.4431066916460348]","[30.74762127246602, 32.98773361867208]",0.10943782283537473,-0.12472717716462256,"{""model"": ""huber"", ""residual_oof_mae"": 32.96714305749314}"
pls_hs_raw_word160_32_delta,sgd_huber,1.35,32.79096014080435,32.966712482938256,31.906608709885212,47.107246411691335,0.7535234435353397,21.721116028171096,69.80684999619059,92.74802075385742,0.6206410707995773,0.8608665022895385,-2.004311407950785,0.4709404719971821,0.5290595280028179,2839,0.33302716477802974,"[0.20791148507744084, 0.47734934811621016]","[30.81150515300282, 33.137528155573065]",0.11194270988521282,-0.12222229011478447,"{""model"": ""sgd_huber"", ""residual_oof_mae"": 32.8036600308721}"
pls_hs_raw_word160_40_geom,sgd_huber,0.9750000000000001,32.775648551461664,32.966712482938256,31.907016879681464,47.02859365135766,0.7543458171190247,21.614578251821513,69.29364998770788,90.78714544774817,0.6181754138781261,0.8591053187742163,-1.3137756434360865,0.4638957379358929,0.5361042620641071,2839,0.33261899498178027,"[0.20706900933947067, 0.4762599281657997]","[30.371241544343476, 33.16153988564541]",0.11235087968146473,-0.12181412031853256,"{""model"": ""sgd_huber"", ""residual_oof_mae"": 32.77568600704987}"
cca_hs_raw_word160_16_basic,huber,0.7000000000000001,32.883964570698055,32.966712482938256,31.909596747278396,47.222022912433616,0.7523209032605724,21.395229789918943,69.50521802749486,92.71006360479629,0.6192321239873195,0.8598097921803451,-1.9660858418418827,0.4709404719971821,0.5290595280028179,2839,0.330039127384848,"[0.23019202928415286, 0.4539187019400506]","[30.57692369703418, 33.45777307518892]",0.1149307472783967,-0.1192342527216006,"{""model"": ""huber"", ""residual_oof_mae"": 32.90083218015001}"
cca_hs_word160_12_basic,huber,0.8,32.85138064401453,32.966712482938256,31.90969279771816,47.21586728287984,0.752385471498132,21.399161939297755,69.59441109810699,93.07304940128651,0.618879887284255,0.8587530820711519,-2.1921646372819494,0.4734061289186333,0.5265938710813667,2839,0.3299430769450825,"[0.2112491528319524, 0.4714609154331973]","[30.605282130123168, 33.081247966014864]",0.11502679771816204,-0.11913820228183525,"{""model"": ""huber"", ""residual_oof_mae"": 32.8592130340689}"
pls_raw_word160_32_basic,sgd_huber,1.375,32.792669547870865,32.966712482938256,31.910823805538566,47.04081364879251,0.7542181380514463,21.568377509735996,69.48488710316322,91.14423072701346,0.618879887284255,0.861218738992603,-1.7055393402054235,0.4702359985910532,0.5297640014089469,2839,0.32881206912467226,"[0.1843731159020231, 0.47300401188843744]","[30.78142019434868, 33.42981757204199]",0.1161578055385668,-0.11800719446143049,"{""model"": ""sgd_huber"", ""residual_oof_mae"": 32.806820998105216}"
pls_hs_raw_word160_40_delta,sgd_huber,1.25,32.79065216612996,32.966712482938256,31.91360944129377,47.11634972564934,0.7534281728308706,21.844423304464016,69.54361737337274,92.35832053217733,0.6227544910179641,0.8608665022895385,-1.8437692333971554,0.46882705177879536,0.5311729482212046,2839,0.32602643336947895,"[0.18775511094866273, 0.47070965994604164]","[30.777843751576732, 33.169013753624384]",0.11894344129376933,-0.11522155870622797,"{""model"": ""sgd_huber"", ""residual_oof_mae"": 32.79783214223778}"
cca_hs_word160_40_geom,huber,0.42500000000000004,32.84680192930107,32.966712482938256,31.91506937979643,46.977603946195394,0.7548782184925948,21.57763553039355,69.60692432969536,92.34398164173862,0.6171187037689327,0.8576963719619585,-0.7108128217301929,0.4529764001408947,0.5470235998591053,2839,0.3245664948668147,"[0.2189676132892173, 0.42022070386214316]","[30.72089384914743, 33.31428014673158]",0.12040337979643212,-0.11376162020356517,"{""model"": ""huber"", ""residual_oof_mae"": 33.05553862678006}"
cca_hs_raw_word160_12_basic,huber,0.75,32.8741755579246,32.966712482938256,31.916151583047814,47.223354941683475,0.7523069300999924,21.592465873941478,69.50960087995396,92.66831182275182,0.6195843606903839,0.8605142655864741,-2.0971242887463406,0.4734061289186333,0.5265938710813667,2839,0.32348429161543074,"[0.20223764207202466, 0.43091614051515725]","[30.73728828437275, 33.259635008764064]",0.12148558304781432,-0.11267941695218298,"{""model"": ""huber"", ""residual_oof_mae"": 32.88399041258857}"
pls_raw_word160_40_geom,sgd_huber,1.05,32.76723096612567,32.966712482938256,31.916651684063325,47.025608446499355,0.7543770026055027,21.67397062579198,69.466288501825,91.99921763141481,0.618879887284255,0.8591053187742163,-1.2379609133827185,0.4660091581542797,0.5339908418457203,2839,0.32298419059992123,"[0.1821410391321511, 0.4736941215860126]","[30.79185342776025, 33.04072002517306]",0.12198568406332555,-0.11217931593667174,"{""model"": ""sgd_huber"", ""residual_oof_mae"": 32.76798870836513}"
pls_raw_word160_16_basic,sgd_huber,1.6,32.83564292172578,32.966712482938256,31.91723149499955,47.180138467950265,0.7527600754974197,21.48007985170824,69.51768689211355,93.35433281954272,0.6178231771750616,0.8605142655864741,-2.326005874284047,0.48080309968298696,0.519196900317013,2839,0.3224043796636882,"[0.19921471119974157, 0.4522036095731733]","[30.696954455285393, 33.38798080242276]",0.12256549499955227,-0.11159950500044502,"{""model"": ""sgd_huber"", ""residual_oof_mae"": 32.85586997493358}"
cca_hs_word160_12_geom,huber,0.65,32.85156402297453,32.966712482938256,31.917350865758937,47.080759365242834,0.7538005389344995,21.64011858903551,69.72594604717618,92.8363799930957,0.6178231771750616,0.861218738992603,-1.5759878504476972,0.4663613948573441,0.5336386051426558,2839,0.32228500890430367,"[0.21357834175107582, 0.4389745010106179]","[30.74136562128616, 33.247994366337366]",0.12268486575893789,-0.1114801342410594,"{""model"": ""huber"", ""residual_oof_mae"": 32.886947530212964}"
pls_hs_raw_word160_36_delta,sgd_huber,1.3250000000000002,32.78365987758134,32.966712482938256,31.918967966555073,47.122995874932805,0.7533586059496575,21.711627235224427,69.55797256391303,93.14388691861373,0.6199365973934484,0.8601620288834096,-2.0372995120782513,0.46988376188798875,0.5301162381120113,2839,0.32066790810817075,"[0.17864398616509158, 0.44565737637750713]","[30.57031143654119, 33.27683542504017]",0.1243019665550733,-0.10986303344492399,"{""model"": ""sgd_huber"", ""residual_oof_mae"": 32.79483194008529}"
pls_raw_word160_40_delta,sgd_huber,1.3,32.78179196320342,32.966712482938256,31.91927430934582,47.10928701608283,0.7535020891970782,21.491574538776746,69.54099484102977,92.00960649149665,0.6178231771750616,0.8608665022895385,-1.6871117827880706,0.4691792884818598,0.5308207115181401,2839,0.32036156531741916,"[0.18214255264901508, 0.4265164910184475]","[30.56265022671023, 33.098727144136916]",0.12460830934582035,-0.10955669065417695,"{""model"": ""sgd_huber"", ""residual_oof_mae"": 32.79244224111463}"
cca_hs_raw_word160_20_basic,huber,0.7000000000000001,32.85614118775045,32.966712482938256,31.924669831845872,47.10352315550656,0.7535624039572205,21.647228969420553,69.26796585106322,92.48473912195493,0.6199365973934484,0.8584008453680874,-1.3739548128135561,0.4624867911236351,0.5375132088763649,2839,0.3149660428173745,"[0.17730639215161076, 0.4369588131771745]","[30.727575398177642, 33.110189942248226]",0.1300038318458725,-0.1041611681541248,"{""model"": ""huber"", ""residual_oof_mae"": 32.884184953910484}"
cca_hs_raw_word160_40_geom,sgd_huber,0.8250000000000001,32.86577058173812,32.966712482938256,31.927248141433747,47.093454094925164,0.7536677519100189,21.52275500122923,69.55006785441661,92.40352411757688,0.6157097569566748,0.8587530820711519,-1.5263169417133287,0.4642479746389574,0.5357520253610426,2839,0.3123877332294946,"[0.19509393538797484, 0.4068990675471256]","[30.727923844992436, 33.153006957093666]",0.13258214143374758,-0.10158285856624971,"{""model"": ""sgd_huber"", ""residual_oof_mae"": 32.86931805724364}"
pls_raw_word160_40_basic,sgd_huber,1.25,32.806224162846846,32.966712482938256,31.9358335904019,47.063500879342115,0.7539810054858992,21.679818910576188,69.456693715073,91.47622733669856,0.6160619936597393,0.8598097921803451,-1.4694759731695584,0.4684748150757309,0.5315251849242691,2839,0.30380228426134404,"[0.1686033903462477, 0.4285912730728952]","[30.56388737414118, 33.26476213602363]",0.1411675904018992,-0.0929974095980981,"{""model"": ""sgd_huber"", ""residual_oof_mae"": 32.812346312508076}"
pls_raw_word160_36_basic,sgd_huber,1.2750000000000001,32.80146742688635,32.966712482938256,31.938884467408247,47.06793227767434,0.753934674062718,21.611590213128636,69.42829309311585,91.65515399978662,0.6195843606903839,0.8601620288834096,-1.473731635421042,0.46882705177879536,0.5311729482212046,2839,0.30075140725499994,"[0.18448469094179376, 0.4333682872895004]","[30.78088411998203, 33.316784090892256]",0.14421846740824762,-0.08994653259174967,"{""model"": ""sgd_huber"", ""residual_oof_mae"": 32.80996065712044}"
pls_hs_raw_word160_16_geom,sgd_huber,1.4000000000000001,32.79325781618858,32.966712482938256,31.939454283869587,47.11757303868773,0.7534153688488728,21.557301521590446,69.41210160476501,93.01076202183079,0.6167664670658682,0.8594575554772808,-1.5836723485801925,0.4684748150757309,0.5315251849242691,2839,0.3001815907936579,"[0.17658932141304937, 0.43562616203157656]","[30.796290635738195, 33.293136287594955]",0.14478828386958753,-0.08937671613040976,"{""model"": ""sgd_huber"", ""residual_oof_mae"": 32.80848267106542}"
pls_hs_raw_word160_16_delta,sgd_huber,1.6,32.78801026626264,32.966712482938256,31.940432808272984,47.1623958676618,0.7529459950164885,21.747561358951657,69.60340448334127,92.54486179397192,0.6178231771750616,0.8605142655864741,-1.895031144114249,0.47058823529411764,0.5294117647058824,2839,0.2992030663902575,"[0.1952342598705942, 0.39607095216394145]","[30.5366920768027, 33.05056441633686]",0.1457668082729846,-0.08839819172701269,"{""model"": ""sgd_huber"", ""residual_oof_mae"": 32.82131746828554}"
